,content_id,title,type,release_year,date_added,age_rating,duration_min,seasons,primary_genre,country,language,imdb_rating,user_rating,is_original,views_30d,completion_rate_pct,likes,content_age,release_decade,is_kids_friendly,duration_bucket,engagement_score
413,414,Title 414,Movie,1992,2021-06-14,TV-14,73.0,0.0,Adventure,Japan,German,7.9,3.3,1,2084364,51.6,1036956,33,1990,0,1-1.5 hours,0.5190554598025144
414,415,Title 415,Movie,1990,2021-08-22,TV-PG,118.0,0.0,Drama,Canada,Spanish,6.3,3.6,0,1535277,20.4,1029635,35,1990,1,1.5-2.5 hours,0.3118921833035041
415,416,Title 416,Movie,2010,2015-01-01,TV-MA,119.0,0.0,Comedy,Australia,French,7.7,4.4,1,311633,71.2,709765,15,2010,0,1.5-2.5 hours,0.3315450785489661
416,417,Title 417,Movie,2007,2018-08-21,G,118.0,3.0,Romance,Australia,Hindi,4.7,4.3,1,1096863,80.6,1432577,18,2000,1,1.5-2.5 hours,0.4869299024572318
417,418,Title 418,TV Show,2023,2017-04-22,TV-PG,0.0,5.0,Mystery,France,English,5.5,3.2,0,2648963,87.7,1943021,2,2020,1,N/A,0.7481455427002424
418,419,Title 419,TV Show,1985,2020-02-12,TV-Y7,0.0,5.0,Action,India,Spanish,8.6,4.2,0,3179889,62.7,464598,40,1980,1,N/A,0.7277846617078197
419,420,Title 420,TV Show,2020,2023-06-10,TV-PG,0.0,5.0,Horror,South Korea,Korean,9.0,3.3,0,3452028,29.2,746122,5,2020,1,N/A,0.6346056239654659
420,421,Title 421,TV Show,1995,2017-10-14,G,0.0,5.0,Action,Japan,English,7.0,3.5,1,774719,47.7,1868727,30,1990,1,N/A,0.30700816957246635
421,422,Title 422,TV Show,1983,2021-05-10,TV-Y,0.0,5.0,Adventure,Canada,Spanish,4.2,3.9,1,814544,78.8,1902472,42,1980,1,N/A,0.437381936000324
422,423,Title 423,TV Show,2014,2020-08-20,PG-13,0.0,5.0,Drama,United States,Hindi,9.1,3.2,1,2265154,57.1,1239765,11,2010,0,N/A,0.5681740343785946
423,424,Title 424,Movie,2005,2017-02-18,G,173.0,1.0,Comedy,India,French,7.9,5.0,0,865459,72.4,790289,20,2000,1,> 2.5 hours,0.41941920700281926
424,425,Title 425,TV Show,1991,2023-08-02,R,0.0,5.0,Crime,Australia,Korean,6.3,3.3,1,3364498,20.4,767877,34,1990,0,N/A,0.5862760878592416
425,426,Title 426,Movie,1990,2023-05-05,TV-14,118.0,8.0,Horror,United Kingdom,Korean,7.3,4.6,1,2415025,25.5,1717655,35,1990,0,1.5-2.5 hours,0.46425474620055207
426,427,Title 427,Movie,2016,2019-04-28,TV-MA,118.0,5.0,Comedy,United Kingdom,Japanese,6.4,4.7,1,1359259,71.1,620121,9,2010,0,1.5-2.5 hours,0.4882894106958794
427,428,Title 428,TV Show,2004,2015-03-23,TV-MA,0.0,4.0,Mystery,Canada,English,6.6,5.0,1,631431,41.8,874894,21,2000,0,N/A,0.2619149104660038
428,429,Title 429,Movie,1997,2023-12-19,PG-13,109.0,0.0,Horror,Spain,French,8.9,3.9,0,547081,49.1,1644032,28,1990,0,1.5-2.5 hours,0.2784623756715331
429,430,Title 430,TV Show,1998,2021-04-16,R,0.0,5.0,Adventure,Spain,Korean,4.9,4.7,1,1406652,68.2,1680650,27,1990,0,N/A,0.4837983802455457
430,431,Title 431,Movie,2002,2016-03-25,TV-14,170.0,3.0,Crime,South Korea,Spanish,4.6,4.9,1,2555434,28.4,186501,23,2000,0,> 2.5 hours,0.4969161541194238
431,432,Title 432,TV Show,2017,2019-03-20,TV-MA,81.0,5.0,Thriller,United States,Japanese,4.0,3.3,1,2787969,82.5,455547,8,2010,0,1-1.5 hours,0.7481965000403752
432,433,Title 433,Movie,1997,2017-06-05,R,165.0,7.0,Thriller,France,Japanese,5.7,4.0,1,1509812,30.8,136384,28,1990,0,> 2.5 hours,0.34967242279916266
433,434,Title 434,TV Show,2005,2019-04-25,TV-PG,0.0,5.0,Thriller,Canada,German,4.8,3.1,0,3930054,75.0,844965,20,2000,1,N/A,0.8895097211517332
434,435,Title 435,TV Show,1985,2023-02-21,G,0.0,5.0,Romance,United Kingdom,Hindi,5.2,4.2,1,1073384,42.0,1513177,40,1980,1,N/A,0.3290080427721176
435,436,Title 436,TV Show,1983,2015-01-11,G,132.0,1.0,Thriller,United Kingdom,English,4.1,4.2,0,166363,39.5,106755,42,1980,1,1.5-2.5 hours,0.18295451862492623
436,437,Title 437,TV Show,2023,2015-04-12,TV-Y,119.0,5.0,Sci-Fi,United States,French,5.2,3.4,1,2668738,81.6,360882,2,2020,1,1.5-2.5 hours,0.7267118008574525
437,438,Title 438,TV Show,2008,2017-05-20,TV-14,126.0,5.0,Horror,South Korea,German,5.8,4.6,0,1029680,61.4,1277474,17,2000,0,1.5-2.5 hours,0.4000524247441681
438,439,Title 439,Movie,2013,2022-12-31,R,118.0,0.0,Crime,Spain,German,4.2,3.1,0,3525198,35.4,1724051,12,2010,0,1.5-2.5 hours,0.6703811541481739
439,440,Title 440,Movie,1996,2017-12-29,PG,118.0,0.0,Mystery,Germany,English,7.3,4.6,1,1298328,20.2,293666,29,1990,1,1.5-2.5 hours,0.27554973556177276
440,441,Title 441,Movie,2022,2022-07-16,TV-MA,118.0,8.0,Sci-Fi,South Korea,Spanish,7.1,3.1,0,946448,93.0,988664,3,2020,0,1.5-2.5 hours,0.5139675904108737
441,442,Title 442,TV Show,2022,2018-08-06,TV-Y7,72.0,3.0,Sci-Fi,South Korea,French,4.5,4.3,1,2317959,52.4,1815331,3,2020,1,1-1.5 hours,0.557294806160717
442,443,Title 443,Movie,1995,2016-09-20,TV-Y7,118.0,0.0,Crime,Australia,Hindi,7.3,3.2,1,1092225,49.8,1068544,30,1990,1,1.5-2.5 hours,0.3630342005440515
443,444,Title 444,TV Show,1981,2021-09-11,G,130.0,8.0,Mystery,France,English,9.5,3.5,1,2111782,23.8,1034771,44,1980,1,1.5-2.5 hours,0.4119681711124705
444,445,Title 445,TV Show,2013,2017-07-12,PG,0.0,5.0,Horror,France,French,9.2,4.4,0,754667,87.1,1374528,12,2010,1,N/A,0.46160036130099363
445,446,Title 446,Movie,1987,2019-04-19,TV-Y7,103.0,3.0,Drama,United Kingdom,German,4.0,3.6,0,2563666,30.5,1701129,38,1980,1,1.5-2.5 hours,0.5065509575151332
446,447,Title 447,Movie,1992,2020-01-07,PG-13,80.0,7.0,Comedy,France,German,8.4,4.0,1,2189045,45.2,32681,33,1990,0,1-1.5 hours,0.5091576529835458
447,448,Title 448,TV Show,2021,2018-02-22,PG-13,119.0,5.0,Drama,United Kingdom,English,5.9,4.8,0,3417487,51.6,765202,4,2020,0,1.5-2.5 hours,0.7190244597172643
448,449,Title 449,Movie,1987,2016-01-20,TV-14,155.0,0.0,Adventure,South Korea,French,4.4,3.1,1,174213,80.8,29251,38,1980,0,> 2.5 hours,0.3493320218630601
449,450,Title 450,TV Show,2009,2019-10-18,PG,89.0,3.0,Crime,United States,German,5.6,4.6,1,3182451,47.0,308461,16,2000,1,1-1.5 hours,0.6653689627646475
450,451,Title 451,TV Show,2011,2023-05-19,PG-13,66.0,8.0,Drama,Germany,English,5.8,3.1,1,1665275,59.9,65679,14,2010,0,1-1.5 hours,0.48939193692782657
451,452,Title 452,TV Show,2015,2015-08-22,PG-13,124.0,7.0,Drama,United States,Japanese,6.9,3.3,1,1808251,52.2,1575475,10,2010,0,1.5-2.5 hours,0.4800383959055887
452,453,Title 453,TV Show,2009,2018-09-26,G,0.0,2.0,Drama,South Korea,English,7.6,3.2,0,2037012,43.4,1489336,16,2000,1,N/A,0.4791526402697608
453,454,Title 454,TV Show,1980,2022-03-15,TV-Y7,167.0,5.0,Thriller,Japan,Hindi,8.1,5.0,1,2054086,91.0,1512405,45,1980,1,> 2.5 hours,0.6721137473128052
454,455,Title 455,Movie,2022,2018-06-07,TV-14,118.0,0.0,Action,Canada,English,5.4,3.4,1,3121324,79.8,976834,3,2020,0,1.5-2.5 hours,0.7873998875496907
455,456,Title 456,Movie,2018,2019-10-23,R,118.0,6.0,Drama,Spain,Japanese,5.8,4.8,0,3694084,33.1,690550,7,2010,0,1.5-2.5 hours,0.6865141238138404
456,457,Title 457,TV Show,1996,2018-03-25,TV-PG,0.0,3.0,Comedy,Canada,French,5.7,5.0,0,1701596,61.6,339434,29,1990,1,N/A,0.5016401019102803
457,458,Title 458,TV Show,1999,2020-04-10,TV-MA,141.0,4.0,Crime,Germany,French,6.0,3.8,1,3589883,79.7,1443103,26,1990,0,> 2.5 hours,0.8572839308308098
458,459,Title 459,Movie,2003,2017-03-21,TV-MA,120.0,4.0,Adventure,France,German,9.5,4.3,1,1503443,63.5,1984318,22,2000,0,1.5-2.5 hours,0.479517070171943
459,460,Title 460,Movie,2001,2016-09-25,TV-PG,101.0,3.0,Action,Canada,Korean,8.3,4.6,1,2942869,57.0,1197663,24,2000,1,1.5-2.5 hours,0.6694315639368007
460,461,Title 461,TV Show,2008,2015-03-04,TV-PG,169.0,6.0,Romance,France,Hindi,9.4,3.8,1,3379893,25.4,786749,17,2000,1,> 2.5 hours,0.6085853442096966
461,462,Title 462,Movie,2001,2015-10-23,TV-MA,71.0,8.0,Comedy,South Korea,French,7.8,3.3,1,863509,28.0,1758579,24,2000,0,1-1.5 hours,0.24152670619844205
462,463,Title 463,TV Show,2023,2019-02-11,TV-MA,0.0,5.0,Comedy,Germany,German,6.2,3.9,1,3134554,38.4,1769414,2,2020,0,N/A,0.6237843930070808
463,464,Title 464,Movie,1988,2019-03-21,R,90.0,6.0,Thriller,Australia,German,6.1,4.5,1,1801770,58.5,606321,37,1980,0,1-1.5 hours,0.5042662432321688
464,465,Title 465,TV Show,2016,2016-05-19,PG,162.0,5.0,Thriller,Spain,Hindi,6.7,4.6,0,1542405,94.0,952295,9,2010,1,> 2.5 hours,0.6073613862438122
465,466,Title 466,Movie,1989,2019-11-25,PG,118.0,3.0,Crime,Spain,Hindi,6.3,3.5,0,1682621,80.2,1372811,36,1980,1,1.5-2.5 hours,0.5731938440830713
466,467,Title 467,TV Show,2015,2018-11-06,R,83.0,6.0,Comedy,Japan,German,8.6,3.3,1,2716173,28.3,285878,10,2010,0,1-1.5 hours,0.5206270704244437
467,468,Title 468,Movie,2016,2015-04-05,TV-Y7,118.0,4.0,Mystery,Australia,Japanese,6.6,4.8,1,991823,73.8,1899925,9,2010,1,1.5-2.5 hours,0.4439738591281126
468,469,Title 469,Movie,2007,2018-06-06,TV-PG,88.0,5.0,Mystery,United Kingdom,Korean,5.6,3.1,0,3221514,80.8,1569379,18,2000,1,1-1.5 hours,0.8064284288781793
469,470,Title 470,TV Show,2007,2015-11-22,TV-Y,174.0,6.0,Crime,Spain,Japanese,8.3,4.5,1,2822194,51.1,1897036,18,2000,1,> 2.5 hours,0.6277302641582265
470,471,Title 471,Movie,2021,2015-05-20,TV-PG,118.0,6.0,Drama,India,Spanish,8.7,3.1,0,3965836,44.8,1022720,4,2020,1,1.5-2.5 hours,0.7740770359118487
471,472,Title 472,TV Show,2022,2015-07-09,TV-MA,177.0,5.0,Sci-Fi,United Kingdom,Japanese,6.3,4.7,0,2345975,63.8,1346532,3,2020,0,> 2.5 hours,0.6070972177173488
472,473,Title 473,Movie,2000,2022-03-26,TV-PG,118.0,1.0,Romance,Spain,German,7.7,4.8,1,3988435,58.9,1876890,25,2000,1,1.5-2.5 hours,0.833866895233962
473,474,Title 474,TV Show,2003,2021-09-03,TV-MA,0.0,5.0,Adventure,South Korea,Hindi,4.3,3.6,0,2864106,39.9,568063,22,2000,0,N/A,0.5892170814469739
474,475,Title 475,Movie,2021,2018-02-13,TV-PG,118.0,0.0,Thriller,Germany,English,6.9,3.1,1,3239519,49.8,670189,4,2020,1,1.5-2.5 hours,0.6851291863052623
475,476,Title 476,TV Show,2019,2018-06-11,TV-Y7,66.0,8.0,Adventure,Germany,English,4.2,4.0,1,120353,60.8,823146,6,2010,1,1-1.5 hours,0.26125299964574905
476,477,Title 477,Movie,1981,2022-12-18,TV-Y,118.0,0.0,Sci-Fi,India,Hindi,4.2,3.6,1,3609430,63.5,476809,44,1980,1,1.5-2.5 hours,0.7954159888939695
477,478,Title 478,TV Show,1987,2018-06-28,PG-13,87.0,3.0,Horror,South Korea,Japanese,7.4,3.8,0,2553178,59.9,628810,38,1980,0,1-1.5 hours,0.6225777531888212
478,479,Title 479,Movie,2006,2022-06-03,R,94.0,0.0,Crime,India,Hindi,5.7,4.3,1,2513431,83.5,175999,19,2000,0,1-1.5 hours,0.7110156867931388
479,480,Title 480,TV Show,2001,2018-08-23,R,83.0,1.0,Drama,France,Spanish,8.1,3.4,1,1410122,22.4,488320,24,2000,0,1-1.5 hours,0.3011188816769246
480,481,Title 481,TV Show,2016,2022-02-12,TV-Y,104.0,5.0,Action,United States,French,8.9,3.7,0,297359,45.0,1582549,9,2010,1,1.5-2.5 hours,0.22460397266092483
481,482,Title 482,TV Show,2006,2022-10-01,TV-PG,0.0,5.0,Drama,Spain,Hindi,4.8,4.6,1,2293251,76.2,460933,19,2000,1,N/A,0.6487885959686389
482,483,Title 483,Movie,2008,2021-09-16,PG-13,118.0,3.0,Comedy,South Korea,English,8.0,4.3,1,1784271,68.9,1861370,17,2000,0,1.5-2.5 hours,0.5432413860138114
483,484,Title 484,TV Show,1982,2020-06-01,PG,155.0,5.0,Drama,United States,Korean,6.8,3.7,0,1302613,88.9,1354774,43,1980,1,> 2.5 hours,0.5509924873293401
484,485,Title 485,Movie,2023,2020-04-12,TV-PG,118.0,6.0,Comedy,United States,Hindi,4.6,4.3,1,2624455,64.1,624767,2,2020,1,1.5-2.5 hours,0.6500693325906646
485,486,Title 486,TV Show,1992,2022-11-14,TV-Y7,125.0,1.0,Adventure,Germany,Spanish,7.6,4.5,1,531327,67.9,997513,33,1990,1,1.5-2.5 hours,0.35129926917299026
486,487,Title 487,Movie,2024,2019-01-15,TV-MA,118.0,0.0,Horror,Germany,Korean,7.4,4.2,0,389012,72.9,1972812,1,2020,0,1.5-2.5 hours,0.3499519604678913
487,488,Title 488,TV Show,1989,2021-03-11,TV-14,84.0,2.0,Thriller,Australia,Spanish,6.8,3.5,1,473800,34.0,1849928,36,1980,0,1-1.5 hours,0.20707019544303748
488,489,Title 489,Movie,2015,2023-07-13,TV-PG,118.0,0.0,Horror,France,Korean,9.1,3.0,0,2189397,76.5,1816165,10,2010,1,1.5-2.5 hours,0.6344104531287462
489,490,Title 490,Movie,1988,2023-07-27,TV-14,118.0,0.0,Comedy,South Korea,Hindi,6.9,4.6,0,1637941,42.5,522673,37,1980,0,1.5-2.5 hours,0.41569182565252055
490,491,Title 491,TV Show,2006,2023-03-26,TV-PG,60.0,6.0,Action,Japan,English,9.4,4.6,1,2779723,51.8,793955,19,2000,1,1-1.5 hours,0.6241595966388908
491,492,Title 492,Movie,2013,2019-04-19,TV-Y,118.0,6.0,Sci-Fi,South Korea,Korean,6.8,4.4,1,1509644,21.1,418108,12,2010,1,1.5-2.5 hours,0.31084722272986254
492,493,Title 493,Movie,1980,2017-09-05,TV-14,86.0,0.0,Adventure,France,German,4.6,3.2,1,1479441,83.3,635708,45,1980,0,1-1.5 hours,0.5551167602710907
493,494,Title 494,TV Show,2011,2023-02-07,TV-PG,0.0,5.0,Adventure,Germany,French,6.6,4.2,0,1673518,91.5,1993758,14,2010,1,N/A,0.6170283903280734
494,495,Title 495,Movie,2004,2022-12-28,R,118.0,0.0,Drama,Germany,Spanish,5.0,4.6,1,2140214,24.5,762110,21,2000,0,1.5-2.5 hours,0.4190329828407028
495,496,Title 496,Movie,2008,2018-02-04,TV-14,118.0,1.0,Thriller,Spain,Korean,7.3,3.8,1,1367320,67.6,439960,17,2000,0,1.5-2.5 hours,0.475498564021051
496,497,Title 497,Movie,1986,2022-01-24,TV-PG,67.0,5.0,Drama,Canada,Spanish,7.8,3.4,1,3921438,92.1,1311201,39,1980,1,1-1.5 hours,0.9566173175976234
497,498,Title 498,TV Show,1982,2023-11-19,PG,154.0,5.0,Drama,Germany,English,6.6,4.2,1,3371197,65.5,451005,43,1980,1,> 2.5 hours,0.7676809406225866
498,499,Title 499,Movie,1999,2016-05-19,TV-MA,73.0,0.0,Comedy,India,Spanish,4.5,4.7,0,1955588,79.8,1933318,26,1990,0,1-1.5 hours,0.6125390066822683
499,500,Title 500,TV Show,1999,2015-08-22,PG,99.0,5.0,Sci-Fi,Spain,Spanish,6.6,3.1,0,3474283,28.9,206781,26,1990,1,1-1.5 hours,0.6367438831456786
500,501,Title 501,Movie,2009,2016-01-25,PG-13,180.0,6.0,Thriller,United Kingdom,German,4.4,4.2,1,3522236,38.4,546611,16,2000,0,> 2.5 hours,0.6819368529263456
501,502,Title 502,Movie,2014,2022-05-09,TV-PG,118.0,5.0,Drama,Canada,Spanish,7.8,4.3,1,2368042,45.9,1120317,11,2010,1,1.5-2.5 hours,0.5388072768200112
502,503,Title 503,Movie,2014,2016-12-13,G,158.0,0.0,Adventure,Canada,Korean,8.3,4.2,0,878292,93.6,1812025,11,2010,1,> 2.5 hours,0.5061441622964463
503,504,Title 504,TV Show,2018,2021-03-28,TV-Y7,0.0,5.0,Drama,India,Spanish,9.3,4.3,1,3106464,78.6,230317,7,2010,1,N/A,0.780370881419924
504,505,Title 505,Movie,2006,2018-03-07,PG,147.0,0.0,Romance,Canada,Hindi,4.8,4.3,0,3523508,86.4,787866,19,2000,1,> 2.5 hours,0.8741276534510471
505,506,Title 506,Movie,2005,2016-01-08,TV-14,120.0,0.0,Crime,Japan,Spanish,6.9,3.3,0,3648393,56.5,735877,20,2000,0,1.5-2.5 hours,0.7732604549662511
506,507,Title 507,TV Show,1993,2020-07-18,TV-Y,177.0,2.0,Adventure,Germany,Hindi,7.1,3.5,1,1638247,73.8,538122,32,1990,1,> 2.5 hours,0.5409377257787459
507,508,Title 508,Movie,1996,2021-12-17,TV-Y7,118.0,0.0,Romance,Germany,French,9.1,4.2,0,1578222,74.9,143501,29,1990,1,1.5-2.5 hours,0.5363339510183653
508,509,Title 509,TV Show,1997,2023-09-14,G,75.0,7.0,Crime,Spain,Spanish,7.5,3.0,1,1679410,62.7,1138301,28,1990,1,1-1.5 hours,0.5027121927585301
509,510,Title 510,TV Show,2024,2015-10-11,TV-PG,0.0,5.0,Action,France,Japanese,4.8,4.3,1,217080,85.8,1769655,1,2020,1,N/A,0.37576208954574625
510,511,Title 511,Movie,2008,2022-05-24,TV-Y,118.0,0.0,Romance,India,French,6.4,4.3,1,2027589,31.9,515514,17,2000,1,1.5-2.5 hours,0.43173918638276254
511,512,Title 512,TV Show,1999,2018-11-06,TV-PG,0.0,5.0,Comedy,Germany,Japanese,7.6,3.5,0,3898003,24.3,1574269,26,1990,1,N/A,0.6819020579306594
512,513,Title 513,Movie,2006,2018-03-05,PG-13,118.0,0.0,Action,United States,Spanish,7.9,4.2,0,3883854,42.8,1498550,19,2000,0,1.5-2.5 hours,0.7537797020941808
513,514,Title 514,TV Show,1997,2022-08-23,G,0.0,5.0,Mystery,Australia,Korean,8.7,4.1,0,2277923,26.6,501132,28,1990,1,N/A,0.4480893896458215
514,515,Title 515,TV Show,1983,2017-01-29,TV-PG,177.0,1.0,Thriller,Germany,Japanese,5.0,3.5,1,2800826,24.5,1004005,42,1980,1,> 2.5 hours,0.5181250553439022
515,516,Title 516,Movie,1980,2020-09-08,TV-14,110.0,0.0,Adventure,South Korea,Hindi,9.2,3.9,0,1558816,51.4,738358,45,1980,0,1.5-2.5 hours,0.43942304301336826
516,517,Title 517,TV Show,1980,2020-01-16,PG-13,0.0,6.0,Mystery,United States,French,4.3,4.8,1,3754237,35.0,854468,45,1980,0,N/A,0.7031370986270212
517,518,Title 518,TV Show,2005,2020-12-01,R,134.0,1.0,Adventure,France,French,9.4,3.9,1,1804889,79.3,792930,20,2000,0,1.5-2.5 hours,0.5879340945187599
518,519,Title 519,TV Show,2024,2023-04-08,G,0.0,5.0,Thriller,United States,Hindi,8.7,4.3,1,3912948,63.5,37605,1,2020,1,N/A,0.8409438140954887
519,520,Title 520,TV Show,1999,2023-02-10,TV-MA,0.0,5.0,Thriller,Canada,German,7.6,3.1,1,3662564,47.0,647342,26,1990,0,N/A,0.7373861108118047
520,521,Title 521,TV Show,2002,2020-12-30,TV-Y,0.0,5.0,Adventure,Australia,Spanish,8.0,3.2,1,1782628,41.5,240249,23,2000,1,N/A,0.4333949353360722
521,522,Title 522,Movie,1989,2022-03-28,PG,118.0,0.0,Thriller,United Kingdom,Spanish,4.4,3.2,1,1717707,62.2,71758,36,1980,1,1.5-2.5 hours,0.506456758556086
522,523,Title 523,TV Show,1990,2017-04-29,TV-PG,78.0,5.0,Romance,Australia,Korean,4.2,4.6,0,2322624,52.6,226088,35,1990,1,1-1.5 hours,0.5587945580850348
523,524,Title 524,Movie,2020,2022-05-01,TV-Y,118.0,8.0,Horror,Germany,German,4.6,3.7,0,2250015,24.2,1968645,5,2020,1,1.5-2.5 hours,0.4343031781337398
524,525,Title 525,TV Show,2020,2022-10-24,TV-Y,101.0,8.0,Sci-Fi,Spain,German,4.5,3.5,1,2612144,69.9,1406264,5,2020,1,1.5-2.5 hours,0.6714226775123632
525,526,Title 526,Movie,1984,2022-08-26,TV-MA,72.0,3.0,Adventure,Japan,Japanese,7.0,4.5,1,1696217,57.5,539841,41,1980,0,1-1.5 hours,0.4844332496914366
526,527,Title 527,Movie,1980,2022-11-08,TV-MA,155.0,0.0,Mystery,France,Korean,5.2,3.3,0,411963,40.8,1920842,45,1980,0,> 2.5 hours,0.22499461993520484
527,528,Title 528,TV Show,1996,2023-02-06,PG-13,109.0,2.0,Mystery,Spain,French,8.7,3.5,1,3830433,41.8,677824,29,1990,0,1.5-2.5 hours,0.7417665300579577
528,529,Title 529,TV Show,2001,2017-11-21,G,107.0,2.0,Thriller,Germany,Hindi,6.5,3.9,1,3539120,54.0,634157,24,2000,1,1.5-2.5 hours,0.7468694598910146
529,530,Title 530,TV Show,2013,2015-09-05,TV-14,156.0,5.0,Adventure,Spain,French,7.8,3.7,0,2425260,82.1,389948,12,2010,0,> 2.5 hours,0.6921900004225012
530,531,Title 531,Movie,2024,2020-10-27,TV-MA,72.0,4.0,Horror,South Korea,English,7.6,4.2,0,995246,51.7,218323,1,2020,0,1-1.5 hours,0.356087310540104
531,532,Title 532,TV Show,2020,2019-01-03,TV-MA,0.0,5.0,Horror,United States,Korean,5.8,3.7,1,3384167,83.0,1067076,5,2020,0,N/A,0.8396264459727265
532,533,Title 533,Movie,2008,2018-05-15,PG,118.0,1.0,Sci-Fi,Japan,Hindi,5.3,3.8,1,2866379,51.9,34729,17,2000,1,1.5-2.5 hours,0.6375580323845891
533,534,Title 534,Movie,1983,2023-03-19,R,118.0,0.0,Romance,Germany,French,5.9,4.7,1,2860251,82.2,1303863,42,1980,0,1.5-2.5 hours,0.7578388298567822
534,535,Title 535,Movie,1984,2018-11-16,TV-MA,118.0,0.0,Sci-Fi,Canada,French,8.4,4.8,0,1919203,89.9,630527,41,1980,0,1.5-2.5 hours,0.6474812416734146
535,536,Title 536,TV Show,1990,2016-12-14,R,161.0,5.0,Comedy,France,German,7.2,4.7,1,2611989,21.5,666523,35,1990,0,> 2.5 hours,0.47779942744842546
536,537,Title 537,TV Show,2000,2022-12-15,PG-13,0.0,1.0,Mystery,Canada,Korean,5.4,4.7,1,278999,24.7,1110544,25,2000,0,N/A,0.140649965087404
537,538,Title 538,Movie,2014,2016-10-01,TV-14,118.0,0.0,Horror,United States,English,8.5,4.1,1,3422877,30.1,1533269,11,2010,0,1.5-2.5 hours,0.6338329619406453
538,539,Title 539,Movie,1991,2018-04-08,TV-Y,118.0,0.0,Thriller,Japan,Spanish,4.3,4.3,0,3633108,29.2,1640592,34,1990,1,1.5-2.5 hours,0.6617676986611712
539,540,Title 540,TV Show,2005,2018-12-24,TV-MA,0.0,5.0,Horror,United States,Korean,7.8,4.1,1,3701637,54.1,382359,20,2000,0,N/A,0.7716470769294616
540,541,Title 541,Movie,1998,2019-07-04,TV-PG,118.0,2.0,Horror,India,English,6.4,4.6,0,2932851,77.3,1634811,27,1990,1,1.5-2.5 hours,0.7491288598043645
541,542,Title 542,TV Show,2024,2023-08-18,R,136.0,5.0,Crime,Canada,English,8.0,4.1,0,3606341,92.1,104831,1,2020,0,1.5-2.5 hours,0.9093526376197534
542,543,Title 543,Movie,1986,2017-07-08,PG,118.0,7.0,Mystery,United States,Korean,9.1,3.2,0,2056127,51.3,371504,39,1980,1,1.5-2.5 hours,0.51361989815472
543,544,Title 544,TV Show,1986,2020-07-27,PG,0.0,5.0,Comedy,United States,Hindi,8.1,4.6,0,545746,71.6,1625555,39,1980,1,N/A,0.36826212512084405
544,545,Title 545,Movie,2005,2015-08-28,TV-MA,91.0,0.0,Sci-Fi,Spain,Korean,6.4,4.5,1,2909427,67.7,1856642,20,2000,0,1-1.5 hours,0.707215250141938
545,546,Title 546,TV Show,2019,2021-03-31,G,0.0,2.0,Comedy,Germany,French,4.8,4.6,0,1429605,49.5,1016769,6,2010,1,N/A,0.41244133971368424
546,547,Title 547,Movie,1984,2018-01-27,TV-Y,77.0,0.0,Crime,Spain,Japanese,8.4,3.4,1,491095,74.1,1598583,41,1980,1,1-1.5 hours,0.3700644525772446
547,548,Title 548,TV Show,2000,2015-02-01,TV-14,150.0,5.0,Romance,India,German,6.5,3.5,0,3431180,64.4,544149,25,2000,0,> 2.5 hours,0.7722784153656423
548,549,Title 549,TV Show,1993,2022-04-04,TV-PG,140.0,5.0,Comedy,Australia,French,4.4,3.6,1,2159309,77.0,489212,32,1990,1,1.5-2.5 hours,0.6318972407174119
549,550,Title 550,Movie,1983,2017-09-17,G,119.0,0.0,Horror,Australia,English,8.0,4.0,0,1483165,34.5,136907,42,1980,1,1.5-2.5 hours,0.36047536180724493
550,551,Title 551,Movie,2002,2016-07-13,PG,118.0,3.0,Action,Spain,English,5.6,3.3,1,3257942,47.0,1979854,23,2000,1,1.5-2.5 hours,0.6766926439047707
551,552,Title 552,TV Show,2021,2017-03-01,R,0.0,5.0,Adventure,United Kingdom,Spanish,4.3,3.8,1,284563,70.3,1060035,4,2020,0,N/A,0.32388456738256033
552,553,Title 553,Movie,1999,2017-06-11,R,118.0,5.0,Comedy,Canada,English,9.0,3.4,1,3471757,29.4,777874,26,1990,0,1.5-2.5 hours,0.6383649821037009
553,554,Title 554,TV Show,1994,2022-05-27,G,157.0,6.0,Adventure,Spain,Japanese,6.7,3.5,1,2255074,77.8,204382,31,1990,1,> 2.5 hours,0.6494620302205831
554,555,Title 555,Movie,2024,2018-09-18,R,118.0,0.0,Crime,South Korea,Spanish,5.5,4.4,0,3595962,30.0,1165013,1,2020,0,1.5-2.5 hours,0.6593957833384042
555,556,Title 556,TV Show,2008,2021-02-08,PG,0.0,5.0,Comedy,South Korea,English,7.9,4.7,0,791550,44.3,1320725,17,2000,1,N/A,0.2959328265152729
556,557,Title 557,TV Show,1987,2022-03-19,G,0.0,5.0,Comedy,France,English,8.9,3.0,1,1177703,37.8,138804,38,1980,1,N/A,0.32785593580382344
557,558,Title 558,TV Show,2020,2016-03-17,PG,77.0,5.0,Drama,India,Korean,4.0,4.1,0,2090271,24.6,1030594,5,2020,1,1-1.5 hours,0.41194151223915865
558,559,Title 559,TV Show,1998,2023-06-18,TV-PG,0.0,5.0,Horror,India,Korean,7.8,3.1,1,3982549,40.3,606762,27,1990,1,N/A,0.7585839928059802
559,560,Title 560,TV Show,2018,2017-01-01,TV-Y,0.0,5.0,Thriller,Spain,German,8.2,3.2,1,220731,88.4,1002873,7,2010,1,N/A,0.3867097410517879
